pubseedid	2 - complete comparative genomics; 1 - certain comparative genomics; 0 - no comparative genomics	strain	species	genus	family	order	class	phylum	kingdom	host	ncbi taxonomy id	annotation version id	gcf id	img genome id	strain/species reference	reference category	ecotype	specific ecosystem	cultured	diseases	ecosystem	ecosystem category	ecosystem subtype	ecosystem type	gram staining	oxygen requirement	metabolism	motility	sample body subsite	genome size   * assembled	gene count   * assembled	gc count   * assembled	gc   * assembled	cds count   * assembled	cds %   * assembled	genome link	file	sample body site	refseq id	habitat	cell shape	id	summary_rank
	0.0	Olegusella massiliensis DSM 101849	Olegusella massiliensis	Olegusella	Coriobacteriaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria	Human	1776381.0		GCF_900078545.1		PMID:30745586	Literature research									Gram+											ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/078/545/GCF_900078545.1_PRJEB13207	Olegusella.json		GCF_900078545.1			Olegusella	genus
Desulfovibrio desulfuricans subsp. desulfuricans str. G20 (207559.7)	2.0	Oleidesulfovibrio alaskensis G20	Oleidesulfovibrio alaskensis	Oleidesulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria	Human	207559.0	207559.7	GCF_000012665.1	637000095.0	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0	Environmental	Terrestrial	Unclassified	Oil reservoir	Gram-	Anaerobe		Motile	0.0	3730232.0	3873.0	2157422.0	58.0	3783.0	97.68	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/665/GCF_000012665.1_ASM1266v1	Oleidesulfovibrio.json	0.0	GCF_000022125.1	0.0		Oleidesulfovibrio	genus
			Oligella urethralis	Oligella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Human					https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0					Gram-	Aerobe	0.0		0.0				46.0				Oligella.json	0.0		0.0	0.0	Oligella	genus
				Olsenella	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria	Human							0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram+	Anaerobe	0.0		0.0								Olsenella.json				0.0	Olsenella	genus
				Oribacterium	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram+	Anaerobe	0.0	0	0.0								Oribacterium.json					Oribacterium	genus
				Oscillibacter	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria								0.0	0.0							Gram+	Anaerobe	0.0	0	0.0								Oscillibacter.json	0.0		0.0	0.0	Oscillibacter	genus
	2.0		Oxalobacter formigenes	Oxalobacter	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Human					PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram-	Anaerobe		0	0.0								Oxalobacter.json					Oxalobacter	genus
				Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+	Facultative anaerobe	0.0		0.0								Paenibacillus.json	0.0			0.0	Paenibacillus	genus
	0.0		Paeniclostridium sordellii	Paeniclostridium	Peptostreptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+	Anaerobe	0.0		0.0								Paeniclostridium.json	0.0		0.0	0.0	Paeniclostridium	genus
	1.0			Paenisporosarcina	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human					PMID:31275260	Literature research	0.0	0.0	Yes	0.0		Unclassified	Unclassified	Unclassified	Gram+	Aerobe	0.0	0	0.0								Paenisporosarcina.json			0.0	0.0	Paenisporosarcina	genus
				Paludibacter	Paludibacteraceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Mouse					Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0							Gram-	Obligate anaerobe	0.0		0.0								Paludibacter.json	0.0		0.0	0.0	Paludibacter	genus
				Pantoea	Erwiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes	0.0					Gram-	0	0.0	0	0.0								Pantoea.json	0.0		0.0	0.0	Pantoea	genus
	0.0	Papillibacter cinnamivorans DSM 12816	Papillibacter cinnamivorans	Papillibacter	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Mouse	1122930.0		GCF_900176335.1	2588254267.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Engineered	Biotransformation	Unclassified	Unclassified	Gram+	Anaerobe	0.0	Nonmotile	0.0	2890610.0	2751.0	1612529.0	56.0	2679.0	97.38	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/176/335/GCF_900176335.1_IMG-taxon_2588254267_annotated_assembly	Papillibacter.json	0.0				Papillibacter	genus
				Parabacteroides	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria								0.0	0.0	Yes	0.0					Gram-		0.0										Parabacteroides.json				0.0	Parabacteroides	genus
	0.0	Paraburkholderia sediminicola	Paraburkholderia sediminicola	Paraburkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Mouse	458836.0		GCF_900104005.1	2654588104.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	0	0	0	0	Gram-	0	0.0	0	0.0	7311602.0	6738.0	4650664.0	64.0	6658.0	98.81	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/005/GCF_900104005.1_IMG-taxon_2654588104_annotated_assembly	Paraburkholderia.json	0.0	NZ_FNIU01000114	0.0	0.0	Paraburkholderia	genus
	0.0		Paraclostridium bifermentans	Paraclostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria								0.0	0.0	Yes	0.0					Gram+	0	0.0	0	0.0				28.0				Paraclostridium.json	0.0		0.0	0.0	Paraclostridium	genus
	0.0	Paracoccus yeei ATCC BAA-599	Paracoccus yeei	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	Human	1446473.0		GCF_000622145.1	2558309104.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram-	0	0.0	0	0.0	4428895.0	4280.0	2987448.0	67.0	4216.0	98.5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/622/145/GCF_000622145.1_ASM62214v1	Paracoccus.json	0.0			0.0	Paracoccus	genus
	0.0	Paraeggerthella hongkongensis	Paraeggerthella hongkongensis	Paraeggerthella	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria	Mouse	230658.0		GCF_003340345.1		Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0							Gram+	0	0.0	0	0.0							ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/340/345/GCF_003340345.1_ASM334034v1	Paraeggerthella.json	0.0		0.0	0.0	Paraeggerthella	genus
	0.0	Parapedobacter koreensis	Parapedobacter koreensis	Parapedobacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidetes	Bacteria	Human	332977.0		GCF_900109365.1	2671180226.0	PMID:31275260	Literature research	0.0	0.0	Yes	0.0	Environmental	Terrestrial	Unclassified	Soil	Gram-	0	0.0	0	0.0	5547756.0	4879.0	2676005.0	48.0	4830.0	99.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/109/365/GCF_900109365.1_IMG-taxon_2671180226_annotated_assembly	Parapedobacter.json	0.0	GCF_900109365.1	0.0	0.0	Parapedobacter	genus
	2.0			Paraprevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Human					PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram-	Anaerobe	0.0	0									Paraprevotella.json					Paraprevotella	genus
	1.0		Parascardovia denticolens	Parascardovia	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	Human					PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human			Gram+	Anaerobe	0.0	Nonmotile	0.0								Parascardovia.json	0.0		0.0	0.0	Parascardovia	genus
	0.0	Parasporobacterium paucivorans DSM 15970	Parasporobacterium paucivorans	Parasporobacterium	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Mouse	1122934.0		GCF_900141895.1	2585427596.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Environmental	Aquatic	Unclassified	Sediment	Gram+	Anaerobe	0.0	Nonmotile	0.0	2443757.0	2445.0	1078378.0	44.0	2367.0	96.81	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/141/895/GCF_900141895.1_IMG-taxon_2585427596_annotated_assembly	Parasporobacterium.json	0.0				Parasporobacterium	genus
Parasutterella excrementihominis YIT 11859 (762966.3)	2.0	Parasutterella excrementihominis YIT 11859	Parasutterella excrementihominis	Parasutterella	Sutterellaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Human	762966.0	762966.3	GCF_000205025.1	651324084.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram-	Anaerobe	0.0	0		2831860.0	2810.0	1363363.0	48.0	2751.0	97.9	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/205/025/GCF_000205025.1_ASM20502v1	Parasutterella.json				0.0	Parasutterella	genus
	0.0	Parvibacter caecicola	Parvibacter caecicola	Parvibacter	Coriobacteriaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria	Human	747645.0			2831651148.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	0	0.0	0	0.0	2479984.0	2066.0	1549139.0	62.0	2003.0	96.95		Parvibacter.json	0.0		0.0	0.0	Parvibacter	genus
				Parvimonas	Peptoniphilaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria	Human							0.0	0.0	Yes		Host-associated	Human			Gram+	Anaerobe	0.0	0	0.0								Parvimonas.json					Parvimonas	genus
	0.0	Pasteurella caecimuris	Pasteurella caecimuris	Pasteurella	Pasteurellaceae	Pasteurellales	Gammaproteobacteria	Proteobacteria	Bacteria	Mouse	1796644.0		GCF_004793515.1		PMID:27670113	Literature research	0.0	0.0							Gram-	Aerobe	0.0	0	0.0							ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/793/515/GCF_004793515.1_ASM479351v1	Pasteurella.json	0.0	GCF_004793515.1	0.0	0.0	Pasteurella	genus
				Paucilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human						Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	Aerobe	0.0	0	0.0								Paucilactobacillus.json	0.0		0.0	0.0	Paucilactobacillus	genus
	0.0	Pauljensenia hongkongensis	Actinomyces hongkongensis	Pauljensenia	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	Human	178339.0		GCF_001746855.1	2751185834.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram+	Facultative anaerobe	0.0	0	0.0	2141493.0	1882.0	1465351.0	70.0	1833.0	97.4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/746/855/GCF_001746855.1_ASM174685v1	Pauljensenia.json	0.0	GCF_001746855.1		0.0	Pauljensenia	genus
				Pediococcus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+	Facultative anaerobe	0.0		0.0								Pediococcus.json					Pediococcus	genus
	0.0	Pelomonas saccharophila	Pelomonas saccharophila	Pelomonas	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Human	304.0		GCF_004342485.1	2802428851.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Environmental	Aquatic	Unclassified	Unclassified	Gram-	0	0.0	0	0.0	5771016.0	5337.0	3978310.0	69.0	5260.0	98.56	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/342/485/GCF_004342485.1_ASM434248v1	Pelomonas.json	0.0	GCF_004342485.1		0.0	Pelomonas	genus
Clostridium hiranonis DSM 13275 (500633.7)	2.0	[Clostridium] hiranonis DSM 13275	Peptacetobacter hiranonis	Peptacetobacter	Peptostreptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	500633.0	500633.7	GCF_000156055.1	642979371.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe	0.0	Motile	0.0	2423348.0	2302.0	751614.0	31.0	2271.0	98.65	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/156/055/GCF_000156055.1_ASM15605v1	Peptacetobacter.json		GCF_000235505.1			Peptacetobacter	genus
				Peptoanaerobacter	Peptostreptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human					PMID:31275260	Literature research	0.0	0.0	Yes	0.0					Gram+	Anaerobe	0.0	0	0.0				32.0				Peptoanaerobacter.json	0.0				Peptoanaerobacter	genus
				Peptoniphilus	Peptoniphilaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+		0.0		0.0								Peptoniphilus.json	0.0		0.0	0.0	Peptoniphilus	genus
				Peptostreptococcus	Peptostreptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+		0.0		0.0								Peptostreptococcus.json					Peptostreptococcus	genus
	0.0	Peribacillus simplex	Bacillus simplex	Peribacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human	1478.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Aerobe	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/003/ERR2221243/ERR2221243_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/003/ERR2221243/ERR2221243_2.fastq.gz	Peribacillus.json	0.0	GCF_000017885.4	0.0	0.0	Peribacillus	genus
				Phascolarctobacterium	Acidaminococcaceae	Acidaminococcales	Negativicutes	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0	Host-associated			Digestive system	Gram-	Anaerobe	0.0	0	0.0								Phascolarctobacterium.json	0.0				Phascolarctobacterium	genus
				Phocaeicola	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria								0.0	0.0	Yes	0.0					Gram-	Obligate anaerobe	0.0		0.0								Phocaeicola.json	0.0				Phocaeicola	genus
				Photobacterium	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes	0.0			Unclassified		Gram-		0.0		0.0								Photobacterium.json	0.0				Photobacterium	genus
	0.0		Photorhabdus luminescens	Photorhabdus	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human					https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0					Gram-	0	0.0	0	0.0								Photorhabdus.json	0.0		0.0	0.0	Photorhabdus	genus
	0.0	Phytobacter massiliensis JC163	Phytobacter massiliensis	Phytobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	1095768.0		GCF_000321045.1		PMID:25567229	Literature research									Gram-											ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/321/045/GCF_000321045.1_ASM32104v2	Phytobacter.json			0.0		Phytobacter	genus
Pirellula staleyi DSM 6068 (530564.3)	1.0	Pirellula staleyi DSM 6068	Pirellula staleyi	Pirellula	Pirellulaceae	Pirellulales	Planctomycetia	Planctomycetes	Bacteria	Human	530564.0	530564.3	GCF_000025185.1	646311948.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Environmental	Aquatic	Unclassified	Freshwater	Gram-	Aerobe	0.0	Motile	0.0	6196199.0	4825.0	3560627.0	57.0	4773.0	98.92	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/025/185/GCF_000025185.1_ASM2518v1	Pirellula.json	0.0				Pirellula	genus
	0.0	Planococcus massiliensis DSM 28915	Planococcus massiliensis	Planococcus	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human	1499687.0		GCF_000821325.1		PMID:30745586	Literature research									Gram+											ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/821/325/GCF_000821325.1_PRJEB6479_assembly_1	Planococcus.json		GCF_000821325.1			Planococcus	genus
Plesiomonas shigelloides 302-73 (1315976.3)			Plesiomonas shigelloides	Plesiomonas	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human		1315976.3					0.0	0.0	Yes	0.0					Gram-	Facultative anaerobe	0.0		0.0								Plesiomonas.json	0.0		0.0		Plesiomonas	genus
				Pluralibacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes	0.0					Gram-	Facultative	0.0	Motile	0.0				57.0				Pluralibacter.json	0.0		0.0		Pluralibacter	genus
				Porphyromonas	Porphyromonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram-		0.0		0.0								Porphyromonas.json	0.0				Porphyromonas	genus
				Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram-	Obligate anaerobe	0.0		0.0								Prevotella.json	0.0			0.0	Prevotella	genus
				Priestia	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+		0.0		0.0								Priestia.json	0.0		0.0	0.0	Priestia	genus
				Propionibacterium	Propionibacteriaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+	Anaerobe			0.0								Propionibacterium.json					Propionibacterium	genus
Proteiniphilum acetatigenes DSM 18083 (1123008.3)	1.0	Proteiniphilum acetatigenes DSM 18083	Proteiniphilum acetatigenes	Proteiniphilum	Dysgonomonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Human	1123008.0	1123008.3	GCF_000380985.1	2518645612.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Engineered	Wastewater	Unclassified	Unclassified	Gram-	Obligate anaerobe	0.0	Motile	0.0	4776693.0	3927.0	2060567.0	43.0	3867.0	98.47	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/380/985/GCF_000380985.1_ASM38098v1	Proteiniphilum.json	0.0	GCF_000380985.1			Proteiniphilum	genus
				Proteus	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes	0.0					Gram-	Facultative anaerobe	0.0		0.0								Proteus.json	0.0		0.0	0.0	Proteus	genus
				Providencia	Morganellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes	0.0					Gram-	Facultative anaerobe	0.0		0.0								Providencia.json	0.0		0.0	0.0	Providencia	genus
Pseudoalteromonas arctica A 37-1-2 (1117313.3)			Pseudoalteromonas arctica	Pseudoalteromonas	Pseudoalteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human		1117313.3			https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0					Gram-	Aerobe	0.0	0	0.0				39.0				Pseudoalteromonas.json	0.0			0.0	Pseudoalteromonas	genus
	0.0	Pseudobutyrivibrio ruminis AD2017	Pseudobutyrivibrio ruminis	Pseudobutyrivibrio	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	1280694.0		GCF_000424305.1	2524614685.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	Anaerobe	0.0	0	0.0	2912101.0	2640.0	1120335.0	38.0	2577.0	97.61	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/424/305/GCF_000424305.1_ASM42430v1	Pseudobutyrivibrio.json	0.0	GCF_000259175.1	0.0	0.0	Pseudobutyrivibrio	genus
			Pseudoflavonifractor capillosus	Pseudoflavonifractor	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human							0.0	0.0							Gram+	Anaerobe	0.0		0.0								Pseudoflavonifractor.json	0.0		0.0	0.0	Pseudoflavonifractor	genus
	0.0	Pseudoglutamicibacter albus DNF00011	Pseudoglutamicibacter albus	Pseudoglutamicibacter	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	Human	1401063.0		GCA_000758985.1		species in vaginal microbiome	Personal communication									Gram+	Obligate aerobe										https://www.ncbi.nlm.nih.gov/assembly/GCF_000758985.1/	Pseudoglutamicibacter.json		GCF_000758985.1			Pseudoglutamicibacter	genus
			Pseudoleptotrichia goodfellowii	Pseudoleptotrichia	Leptotrichiaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	Human						Literature research	0.0	0.0							Gram-	Anaerobe	0.0		0.0								Pseudoleptotrichia.json	0.0		0.0	0.0	Pseudoleptotrichia	genus
				Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes	0.0					Gram-	Aerobe	0.0		0.0								Pseudomonas.json					Pseudomonas	genus
Pseudoramibacter alactolyticus ATCC 23263 (887929.3)	2.0	Pseudoramibacter alactolyticus ATCC 23263	Pseudoramibacter alactolyticus	Pseudoramibacter	Eubacteriaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	887929.0	887929.3	GCF_000185505.1	649989993.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram+	0	0.0	0	0.0	2327229.0	2572.0	1201643.0	52.0	2515.0	97.78	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/505/GCF_000185505.1_ASM18550v1	Pseudoramibacter.json				0.0	Pseudoramibacter	genus
	0.0	Pseudoxanthomonas mexicana	Pseudoxanthomonas mexicana	Pseudoxanthomonas	Xanthomonadaceae	Xanthomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	128785.0		GCF_001556105.1	2834179893.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram-	0	0.0	0	0.0	3942209.0	3765.0	2623361.0	67.0	3695.0	98.14	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/556/105/GCF_001556105.1_ASM155610v1	Pseudoxanthomonas.json	0.0	GCF_001556105.1	0.0	0.0	Pseudoxanthomonas	genus
Pyramidobacter piscolens W5455 (352165.3)	2.0	Pyramidobacter piscolens W5455	Pyramidobacter piscolens	Pyramidobacter	Synergistaceae	Synergistales	Synergistia	Synergistetes	Bacteria	Human	352165.0	352165.3	GCF_000177335.1	647000302.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Skin	Gram-	Obligate anaerobe	0.0	Nonmotile	0.0	2562014.0	2815.0	1533128.0	60.0	2756.0	97.9	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/177/335/GCF_000177335.1_ASM17733v1	Pyramidobacter.json					Pyramidobacter	genus
			Rahnella aquatilis	Rahnella	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human					PMID:31171880	Literature research	0.0	0.0							Gram-	Facultative anaerobe	0.0	0	0.0								Rahnella.json	0.0		0.0	0.0	Rahnella	genus
				Ralstonia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes	0.0					Gram-		0.0		0.0								Ralstonia.json	0.0	GCF_001653935.1	0.0	0.0	Ralstonia	genus
				Raoultella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes	0.0					Gram-	Facultative anaerobe	0.0		0.0								Raoultella.json				0.0	Raoultella	genus
Reyranella massiliensis 521 (1205680.3)				Reyranella	Reyranellaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	Human		1205680.3		2551306131.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Environmental	Aquatic	Lotic	Freshwater	Gram-	0	0.0	0	0.0	5771094.0	5757.0	3743807.0	65.0	5699.0	98.99		Reyranella.json	0.0			0.0	Reyranella	genus
				Rhizobium	Rhizobiaceae	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	Human					https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0					Gram-	Aerobe			0.0				61.0				Rhizobium.json		GCF_000379605.1			Rhizobium	genus
				Rhodococcus	Nocardiaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	Human							0.0	0.0	Yes						Gram+	Aerobe	0.0		0.0								Rhodococcus.json	0.0				Rhodococcus	genus
Does not have a strain ID	0.0	Rickettsiella grylli	Rickettsiella grylli	Rickettsiella	Coxiellaceae	Legionellales	Gammaproteobacteria	Proteobacteria	Bacteria	Human	59196.0		GCF_000168295.1	2562617066.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Host-associated	Insecta	Unclassified	Unclassified	Gram-	Facultative	0.0	Nonmotile	0.0	1581239.0	1460.0	598773.0	38.0	1410.0	96.58	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/168/295/GCF_000168295.1_ASM16829v1	Rickettsiella.json	0.0				Rickettsiella	genus
	0.0	Rikenella microfusus DSM 15922	Rikenella microfusus	Rikenella	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Mouse	880526.0		GCF_000427365.1	2509601020.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Host-associated	Birds	Unclassified	Digestive system	Gram-	Obligate anaerobe	0.0	Nonmotile	0.0	2880076.0	2376.0	1641720.0	57.0	2317.0	97.52	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/427/365/GCF_000427365.1_ASM42736v1	Rikenella.json	0.0				Rikenella	genus
	0.0	Risungbinella massiliensis	Risungbinella massiliensis	Risungbinella	Thermoactinomycetaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human	1329796.0		GCF_000942395.1		PMID:25567229	Literature research									Gram+	Aerobe										ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/942/395/GCF_000942395.1_Pytheasella_massiliensis	Risungbinella.json					Risungbinella	genus
