pubseedid	2 - complete comparative genomics; 1 - certain comparative genomics; 0 - no comparative genomics	host	ncbi taxonomy id	annotation version id	gcf id	img genome id	strain/species reference	reference category	ecotype	specific ecosystem	cultured	diseases	ecosystem	ecosystem category	ecosystem subtype	ecosystem type	gram staining	oxygen requirement	metabolism	motility	sample body subsite	genome size   * assembled	gene count   * assembled	gc count   * assembled	gc   * assembled	cds count   * assembled	cds %   * assembled	genome link	file	ncbi_taxid	kingdom	phylum	class	order	family	genus	species	refseq id	sample body site	habitat	cell shape	id	summary_rank
Ethanoligenens harbinense YUAN-3 (663278.4)	1.0	Mouse	663278.0	663278.4	GCF_000178115.2	649633043.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Engineered	Wastewater	Unclassified	Activated Sludge	Gram+	Obligate anaerobe	0.0	Motile	0.0	3008576.0	2874.0	1671520.0	56.0	2800.0	97.43	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/178/115/GCF_000178115.2_ASM17811v2	g__Ethanoligenens.json	663278.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ethanoligenentaceae	g__Ethanoligenens	s__Ethanoligenens harbinense		0.0			g__Ethanoligenens	genus
	0.0	Human	1736.0		GCF_000807675.2	2814123220.0			0.0	0.0	Yes	0.0	Environmental	Aquatic	Unclassified	Sediment	Gram+	Obligate anaerobe	0.0	0	0.0	4422837.0	4216.0	2087156.0	47.0	4126.0	97.87		g__Eubacterium.json	1736.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Eubacteriaceae	g__Eubacterium	s__Eubacterium limosum		0.0	0.0	0.0	g__Eubacterium	genus
Eubacterium infirmum F0142 (883109.3)		Human		883109.3					0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram+	0	0.0	0					40.0				g__Eubacterium_B.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Eubacterium_B					0.0	g__Eubacterium_B	genus
	0.0	Mouse	1732.0		GCF_900104415.1	2593339221.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Host-associated	Mammals	Foregut	Digestive system	Gram+	Obligate anaerobe		Nonmotile		2912287.0	2705.0	1159913.0	40.0	2629.0	97.19	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/104/415/GCF_900104415.1_IMG-taxon_2593339221_annotated_assembly	g__Eubacterium_C.json	1732.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_C	s__Eubacterium_C oxidoreducens			0.0		g__Eubacterium_C	genus
Eubacterium ventriosum ATCC 27560 (411463.4)	2.0	Human	411463.0	411463.4	GCF_000153885.1	640963022.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Obligate anaerobe	0.0	0	0.0	2869695.0	2892.0	1001955.0	35.0	2802.0	96.89	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/153/885/GCF_000153885.1_ASM15388v1	g__Eubacterium_G.json	411463.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_G	s__Eubacterium_G ventriosum					g__Eubacterium_G	genus
	0.0	Human	1256908.0		GCF_000469345.1	2597490300.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Obligate anaerobe	0.0	0	0.0	3436269.0	3218.0	1464755.0	43.0	3142.0	97.64	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/469/345/GCF_000469345.1_ASM46934v1	g__Eubacterium_I.json	1256908.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_I	s__Eubacterium_I ramulus					g__Eubacterium_I	genus
Eubacterium plexicaudatum ASF492 (1235802.3)	1.0	Mouse	1235802.0	1235802.3	GCF_000364225.1	2563367173.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	Obligate anaerobe	0.0	0	0.0	6104768.0	6290.0	2616801.0	43.0	6217.0	98.84	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/364/225/GCF_000364225.1_Euba_plex_ASF492_V1	g__Eubacterium_J.json	1235802.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eubacterium_J	s__Eubacterium_J plexicaudatum		0.0	0.0	0.0	g__Eubacterium_J	genus
Eubacterium saphenum ATCC 49989 (592031.3)	2.0	Human	592031.0	592031.3	GCF_000161975.1	645058705.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram+	Anaerobe	0.0	0		1084501.0	998.0	439890.0	41.0	954.0	95.59	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/161/975/GCF_000161975.1_ASM16197v1	g__Eubacterium_N.json	592031.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Eubacterium_N	s__Eubacterium_N saphenum					g__Eubacterium_N	genus
	0.0	Human	1121344.0		GCF_000620945.1	2558309036.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Engineered	Wastewater	Unclassified	Unclassified	Gram+	Anaerobe	0.0	Motile	0.0	2415478.0	2385.0	1189878.0	49.0	2313.0	96.98	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/620/945/GCF_000620945.1_ASM62094v1	g__Evtepia.json	1121344.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Evtepia	s__Evtepia viridis	GCF_000332015.1	0.0			g__Evtepia	genus
	0.0	Human				2588253786.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Nasopharyngeal	Respiratory system	Gram-	Facultative anaerobe	0.0	0	0.0	4867810.0	4460.0	2623508.0	54.0	4398.0	98.61		g__Ewingella.json		d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Ewingella	s__Ewingella americana		0.0			g__Ewingella	genus
	0.0	Human			GCF_000702585.1	2562617001.0			0.0	0.0	Yes	0.0	Host-associated	Plants	Unclassified	Unclassified	Gram+	Facultative	0.0	0	0.0	3037601.0	3172.0	1603654.0	53.0	3067.0	96.69		g__Exiguobacterium.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Exiguobacteriales	f__Exiguobacteriaceae	g__Exiguobacterium			0.0	0.0	0.0	g__Exiguobacterium	genus
	0.0	Human	169177.0				PMID:30718869	Forster et al. resource	0.0	0.0							Gram+	Facultative	0.0	0	0.0							ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/003/ERR2221363/ERR2221363_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/003/ERR2221363/ERR2221363_2.fastq.gz	g__Exiguobacterium_A.json	169177.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Exiguobacteriales	f__Exiguobacteriaceae	g__Exiguobacterium_A	s__Exiguobacterium_A undae		0.0	0.0	0.0	g__Exiguobacterium_A	genus
Clostridium hylemonae DSM 15053 (553973.6)				553973.6		642979359.0			0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe	0.0		0.0	3802096.0	3813.0	1856930.0	49.0	3764.0	98.71		g__Extibacter.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Extibacter						g__Extibacter	genus
	0.0	Human	575590.0		GCF_000163695.1	648861005.0	PMID:31275260	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram-	Anaerobe	0.0	Nonmotile	0.0	2113539.0	1905.0	906654.0	43.0	1856.0	97.43	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/163/695/GCF_000163695.1_ASM16369v1	g__F0058.json	575590.0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Paludibacteraceae	g__F0058	s__F0058 sp000163695					g__F0058	genus
Veillonella sp. oral taxon 780 str. F0422 (944564.4)	0.0	Human	944564.0	944564.4	GCF_000221605.1	2512047076.0	PMID:31275260	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram-	Anaerobe	0.0	Motile	0.0	1731014.0	1646.0	682840.0	39.0	1588.0	96.48	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/221/605/GCF_000221605.1_ASM22160v1	g__F0422.json	944564.0	d__Bacteria	p__Bacillota	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__F0422	s__F0422 sp001553345					g__F0422	genus
		Human															Gram+	Facultative anaerobe											g__Facklamia.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Facklamia						g__Facklamia	genus
	0.0	Human	1504823.0		GCF_000752095.2		PMID:25567229	Literature research																				ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/752/095/GCF_000752095.2_Guyana_massiliensis	g__Faecalibacillus.json	1504823.0	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Coprobacillaceae	g__Faecalibacillus	s__Faecalibacillus intestinalis					g__Faecalibacillus	genus
	2.0	Human					PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated				Gram+	Obligate anaerobe	0.0										g__Faecalibacterium.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium						g__Faecalibacterium	genus
Clostridium sp. D5 (556261.3)		Human		556261.3		651285002.0		Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Obligate anaerobe	0.0	Motile	0.0	5427315.0	4553.0	2443979.0	45.0	4498.0	98.79		g__Faecalicatena.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Faecalicatena						g__Faecalicatena	genus
	0.0	Human	1123313.0		GCF_000420345.1	2524614880.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Birds	Unclassified	Digestive system	Gram+	Anaerobe	0.0	0	0.0	1992636.0	2065.0	777816.0	39.0	2004.0	97.05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/420/345/GCF_000420345.1_ASM42034v1	g__Faecalicoccus.json	1123313.0	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Faecalicoccus	s__Faecalicoccus pleomorphus		0.0			g__Faecalicoccus	genus
	0.0	Human	1301100.0		GCF_000499525.1	2619619272.0	PMID:25567229	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	Anaerobe	0.0	Motile	0.0	3735472.0	3901.0	1045296.0	28.0	3810.0	97.67	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/499/525/GCF_000499525.1_Clostridium_dakarense_01	g__Faecalimicrobium.json	1301100.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Faecalimicrobium	s__Faecalimicrobium dakarense		0.0	0.0		g__Faecalimicrobium	genus
		Human							0.0	0.0	Yes	0.0	Host-associated				Gram+	Anaerobe	0.0		0.0								g__Faecalimonas.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Faecalimonas						g__Faecalimonas	genus
		Human							0.0	0.0	Yes	0.0	Host-associated				Gram+		0.0	0									g__Faecalispora.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Faecalispora				0.0	0.0	g__Faecalispora	genus
	0.0	Human	649755.0		GCF_000469305.1		PMID:30745586	Literature research									Gram+											ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/469/305/GCF_000469305.1_ASM46930v1	g__Faecalitalea.json	649755.0	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Faecalitalea	s__Faecalitalea cylindroides	GCF_000469305.1				g__Faecalitalea	genus
		Human					PMID:31171880	Literature research	0.0	0.0							Gram+	Anaerobe	0.0		0.0								g__Fannyhessea.json		d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Fannyhessea			0.0	0.0	0.0	g__Fannyhessea	genus
	0.0	Human	1723384.0		GCF_001457835.1		PMID:30745586	Literature research									Gram-											ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/457/835/GCF_001457835.1_Micromassilia_timonensis	g__Fenollaria.json	1723384.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Tissierellales	f__Peptoniphilaceae	g__Fenollaria	s__Fenollaria timonensis	GCF_001457835.1				g__Fenollaria	genus
Filifactor alocis ATCC 35896 (546269.5)	2.0	Human	546269.0	546269.5	GCF_000163895.2	2511231077.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram+	0	0.0	0		1931012.0	1700.0	684457.0	35.0	1641.0	96.53	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/163/895/GCF_000163895.2_ASM16389v2	g__Filifactor.json	546269.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Peptostreptococcales	f__Filifactoraceae	g__Filifactor	s__Filifactor alocis					g__Filifactor	genus
	2.0	Human							0.0	0.0	Yes	0.0	Host-associated	Human			Gram+	Anaerobe	0.0	0					32.0				g__Finegoldia.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Tissierellales	f__Peptoniphilaceae	g__Finegoldia						g__Finegoldia	genus
	0.0	Human	1522309.0		GCF_001375495.1	2775506831.0	PMID:25567229	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	Facultative anaerobe	0.0	0	0.0	2629316.0	2507.0	1554451.0	59.0	2442.0	97.41	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/375/495/GCF_001375495.1_Flaviflexus_massiliensis	g__Flaviflexus.json	1522309.0	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Actinomycetaceae	g__Flaviflexus	s__Flaviflexus massiliensis		0.0	0.0	0.0	g__Flaviflexus	genus
		Human						Literature research	0.0	0.0	Yes	0.0					Gram-	Aerobe	0.0	0	0.0								g__Flavobacterium.json		d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium			0.0	0.0	0.0	g__Flavobacterium	genus
		Human							0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+		0.0		0.0								g__Flavonifractor.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Flavonifractor	s__Flavonifractor plautii					g__Flavonifractor	genus
		Human							0.0	0.0	Yes	0.0					Gram+	Facultative anaerobe	0.0	0	0.0								g__Fontibacillus.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Fontibacillus			0.0	0.0	0.0	g__Fontibacillus	genus
	0.0	Mouse	1796636.0		GCF_004340975.1	2795385452.0	PMID:27670113	Literature research	0.0	0.0	Yes	0.0	Host-associated	Mammals	Large intestine	Digestive system	Gram+	Anaerobe	0.0	0	0.0	2716364.0	2693.0	1186715.0	44.0	2612.0	96.99	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/340/975/GCF_004340975.1_ASM434097v1	g__Frisingicoccus.json	1796636.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Frisingicoccus	s__Frisingicoccus caecimuris	GCF_004340975.1	0.0	0.0	0.0	g__Frisingicoccus	genus
		Human						Literature research	0.0	0.0	Yes	0.0					Gram+		0.0		0.0								g__Fructilactobacillus.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Fructilactobacillus			0.0	0.0	0.0	g__Fructilactobacillus	genus
	0.0	Human					https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	Facultative anaerobe	0.0		0.0								g__Fructobacillus.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Fructobacillus			0.0			g__Fructobacillus	genus
		Human					https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0					Gram-	Aerobe	0.0		0.0				61.0				g__Fulvimarina.json		d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Fulvimarina	s__Fulvimarina pelagi		0.0	0.0	0.0	g__Fulvimarina	genus
	0.0	Human	348151.0		GCF_001437435.1	2667528109.0	PMID:31275260	Literature research	0.0	0.0	Yes	0.0	Engineered	Food production	Unclassified	Unclassified	Gram+	Aerobe	0.0	0	0.0	2064408.0	2073.0	900504.0	44.0	2006.0	96.77	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/437/435/GCF_001437435.1_ASM143743v1	g__Furfurilactobacillus.json	348151.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Furfurilactobacillus	s__Furfurilactobacillus siliginis	GCF_001437435.1	0.0	0.0	0.0	g__Furfurilactobacillus	genus
		Human															Gram-												g__Fusobacterium.json		d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium						g__Fusobacterium	genus
		Human							0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Digestive system	Gram-	Anaerobe	0.0		0.0								g__Fusobacterium_A.json		d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_A						g__Fusobacterium_A	genus
	0.0	Human	1408439.0		GCF_000622245.1	2571042013.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Host-associated	Animal	Intestine	Digestive system	Gram-	Anaerobe	0.0	0	0.0	2103008.0	2011.0	545938.0	26.0	1942.0	96.57	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/622/245/GCF_000622245.1_ASM62224v1	g__Fusobacterium_B.json	1408439.0	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_B	s__Fusobacterium_B sp900541465	GCF_000622245.1	0.0		0.0	g__Fusobacterium_B	genus
		Human							0.0	0.0	Yes	0.0	Host-associated		Unclassified		Gram-	Anaerobe	0.0		0.0								g__Fusobacterium_C.json		d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_C						g__Fusobacterium_C	genus
		Human							0.0	0.0	Yes	0.0					Gram-	Facultative anaerobe	0.0		0.0				51.0				g__G047199095.json		d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__G047199095	s__G047199095 sp047199095		0.0			g__G047199095	genus
	0.0	Human	1720195.0		GCF_001487125.1		PMID:30745586	Literature research									Gram-											ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/487/125/GCA_001487125.1_Sanguibacteroides_massiliensis	g__Gabonibacter.json	1720195.0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Marinifilaceae	g__Gabonibacter	s__Gabonibacter massiliensis	GCF_001487125.1				g__Gabonibacter	genus
	0.0	Human	1321814.0		GCF_000488855.1	2558860285.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram+	0	0.0	0	0.0	1543725.0	1519.0	585205.0	38.0	1479.0	97.37	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/488/855/GCF_000488855.1_ASM48885v1	g__Gallibacter.json	1321814.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Peptostreptococcales	f__Anaerovoracaceae	g__Gallibacter	s__Gallibacter brachus				0.0	g__Gallibacter	genus
		Human							0.0	0.0	Yes		Host-associated	Human			Gram+	Facultative	0.0		0.0								g__Gemella.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Staphylococcales	f__Gemellaceae	g__Gemella						g__Gemella	genus
Gemmata obscuriglobus UQM 2246 (214688.3)	1.0	Human	214688.0	214688.3	GCF_000171775.1	641736268.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Environmental	Aquatic	Unclassified	Freshwater	Gram-	Aerobe	0.0	Motile	0.0	9161841.0	8086.0	6154508.0	67.0	7989.0	98.8	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/171/775/GCF_000171775.1_ASM17177v1	g__Gemmata.json	214688.0	d__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__Gemmata obscuriglobus		0.0			g__Gemmata	genus
Gemmatimonas aurantiaca T-27 (379066.3)	1.0	Human	379066.0	379066.3	GCF_000010305.1	643692024.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Engineered	Biotransformation	Unclassified	Unclassified	Gram-	Aerobe	0.0	Motile	0.0	4636964.0	3987.0	2980379.0	64.0	3935.0	98.7	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/010/305/GCF_000010305.1_ASM1030v1	g__Gemmatimonas.json	379066.0	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__Gemmatimonas	s__Gemmatimonas aurantiaca		0.0	0.0		g__Gemmatimonas	genus
Subdoligranulum variabile DSM 15176 (411471.5)	1.0	Human	411471.0	411471.5	GCF_000157955.1	2562617078.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe	0.0	Nonmotile	0.0	3237471.0	3450.0	1875069.0	58.0	3381.0	98.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/157/955/GCF_000157955.1_ASM15795v1	g__Gemmiger.json	411471.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Gemmiger	s__Gemmiger variabilis	GCF_000180075.1				g__Gemmiger	genus
	0.0	Human					PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0					Gram+	Aerobe	0.0		0.0				52.0				g__Geobacillus.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Anoxybacillaceae	g__Geobacillus			0.0			g__Geobacillus	genus
Actinomyces europaeus ACS-120-V-Col10b (883069.3)		Human		883069.3			PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human			Gram+	Facultative anaerobe	0.0	Nonmotile									g__Gleimia.json		d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Actinomycetaceae	g__Gleimia						g__Gleimia	genus
	2.0	Human					PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Environmental	Terrestrial	Unclassified	Soil	Gram+	Aerobe	0.0	0	0.0								g__Gordonia.json		d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Mycobacteriaceae	g__Gordonia			0.0		0.0	g__Gordonia	genus
Gordonibacter pamelaeae 7-10-1-b (657308.3)		Human		657308.3	GCF_000210055.1	650377943.0			0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram+	Obligate anaerobe	0.0			3608022.0	2077.0	2180199.0	65.0	2027.0	97.59		g__Gordonibacter.json		d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Gordonibacter	s__Gordonibacter pamelaeae					g__Gordonibacter	genus
	0.0	Human	1689269.0		GCF_001457415.1		PMID:30745586	Literature research									Gram-											ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/457/415/GCF_001457415.1_Gorillibacterium_timonense	g__Gorillibacterium.json	1689269.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Paenibacillales	f__NBRC-103111	g__Gorillibacterium	s__Gorillibacterium timonense	GCF_001457415.1				g__Gorillibacterium	genus
	0.0	Human	1128398.0		GCF_000299355.1	2517487003.0	PMID:31275260	Literature research	0.0	0.0	Yes	0.0	Environmental	Terrestrial	Unclassified	Soil	Gram+	Obligate anaerobe	0.0	Motile	0.0	3108248.0	2945.0	930410.0	30.0	2842.0	96.5	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/299/355/GCF_000299355.1_ASM29935v1	g__Gottschalkia.json	1128398.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Tissierellales	f__Gottschalkiaceae	g__Gottschalkia	s__Gottschalkia acidurici	GCF_000299355.1	0.0			g__Gottschalkia	genus
	0.0	Mouse	1503.0		GCF_001190785.1	2645727973.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	0	0.0	0	0.0	3386069.0	3404.0	974623.0	29.0	3335.0	97.97	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/190/785/GCF_001190785.1_ASM119078v1	g__Gottschalkia_A.json	1503.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Tissierellales	f__Gottschalkiaceae	g__Gottschalkia_A	s__Gottschalkia_A purinilytica		0.0	0.0	0.0	g__Gottschalkia_A	genus
	0.0	Human					PMID:30745586	Literature research									Gram+												g__Gracilibacillus.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Amphibacillaceae	g__Gracilibacillus						g__Gracilibacillus	genus
	2.0	Human					PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human			Gram+	Facultative anaerobe	0.0	Nonmotile	0.0								g__Granulicatella.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Granulicatella						g__Granulicatella	genus
		Human							0.0	0.0	Yes	0.0					Gram-		0.0										g__Haemophilus.json		d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Haemophilus						g__Haemophilus	genus
		Human							0.0	0.0	Yes	0.0					Gram-		0.0		0.0								g__Haemophilus_A.json		d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Haemophilus_A					0.0	g__Haemophilus_A	genus
		Human							0.0	0.0	Yes	0.0					Gram-		0.0		0.0								g__Haemophilus_D.json		d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Haemophilus_D						g__Haemophilus_D	genus
